"filename", "language", "JSON", "XML", "UnityShader", "C#", "Markdown", "comment", "blank", "total"
"d:\Projects\Unity\kpp\Assets\Plugins\UniTask\Runtime\UnityWebRequestException.cs", "C#", 0, 0, 0, 61, 0, 0, 6, 67
"d:\Projects\Unity\kpp\Assets\Plugins\UniTask\Runtime\_InternalVisibleTo.cs", "C#", 0, 0, 0, 5, 0, 0, 1, 6
"d:\Projects\Unity\kpp\Assets\Plugins\UniTask\package.json", "JSON", 12, 0, 0, 0, 0, 0, 1, 13
"d:\Projects\Unity\kpp\Assets\Scripts\GameManager.cs", "C#", 0, 0, 0, 22, 0, 0, 5, 27
"d:\Projects\Unity\kpp\Assets\Scripts\Item\ConcreteItems\Flashlight.cs", "C#", 0, 0, 0, 47, 0, 0, 9, 56
"d:\Projects\Unity\kpp\Assets\Scripts\Item\ConcreteItems\WalkieTalkie\RadioNetwork.cs", "C#", 0, 0, 0, 38, 0, 0, 7, 45
"d:\Projects\Unity\kpp\Assets\Scripts\Item\ConcreteItems\WalkieTalkie\WalkieTalkie.cs", "C#", 0, 0, 0, 63, 0, 0, 12, 75
"d:\Projects\Unity\kpp\Assets\Scripts\Item\Interactable.cs", "C#", 0, 0, 0, 8, 0, 0, 1, 9
"d:\Projects\Unity\kpp\Assets\Scripts\Item\Interactor.cs", "C#", 0, 0, 0, 48, 0, 2, 7, 57
"d:\Projects\Unity\kpp\Assets\Scripts\Item\Inventory.cs", "C#", 0, 0, 0, 44, 0, 6, 11, 61
"d:\Projects\Unity\kpp\Assets\Scripts\Item\Item.cs", "C#", 0, 0, 0, 159, 0, 26, 43, 228
"d:\Projects\Unity\kpp\Assets\Scripts\Item\ItemLocationState.cs", "C#", 0, 0, 0, 33, 0, 0, 8, 41
"d:\Projects\Unity\kpp\Assets\Scripts\Item\ItemUser.cs", "C#", 0, 0, 0, 105, 0, 7, 29, 141
"d:\Projects\Unity\kpp\Assets\Scripts\MainMenu\MainMenuUI.cs", "C#", 0, 0, 0, 15, 0, 0, 4, 19
"d:\Projects\Unity\kpp\Assets\Scripts\Player\PlayerMovement.cs", "C#", 0, 0, 0, 110, 0, 3, 35, 148
"d:\Projects\Unity\kpp\Assets\Scripts\RootManager.cs", "C#", 0, 0, 0, 15, 0, 0, 3, 18
"d:\Projects\Unity\kpp\Assets\Scripts\SteamConnectionManager.cs", "C#", 0, 0, 0, 139, 0, 7, 27, 173
"d:\Projects\Unity\kpp\Assets\Scripts\UI\InteractionUI.cs", "C#", 0, 0, 0, 31, 0, 1, 5, 37
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\IVoiceEffect.cs", "C#", 0, 0, 0, 4, 0, 1, 0, 5
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\IVoiceInterfaces.cs", "C#", 0, 0, 0, 12, 0, 9, 3, 24
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\LocalVoiceCapture.cs", "C#", 0, 0, 0, 40, 0, 1, 9, 50
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\PlayerVoice.cs", "C#", 0, 0, 0, 67, 0, 4, 12, 83
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\VoiceCodecs.cs", "C#", 0, 0, 0, 66, 0, 7, 17, 90
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\VoiceDecoder.cs", "C#", 0, 0, 0, 31, 0, 11, 8, 50
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\VoiceEffects.cs", "C#", 0, 0, 0, 101, 0, 20, 27, 148
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\VoiceEndpoint.cs", "C#", 0, 0, 0, 154, 0, 19, 29, 202
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\VoiceRingBuffer.cs", "C#", 0, 0, 0, 88, 0, 8, 9, 105
"d:\Projects\Unity\kpp\Assets\Scripts\VoiceChat\VoiceSources.cs", "C#", 0, 0, 0, 109, 0, 12, 30, 151
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\SDFFunctions.hlsl", "UnityShader", 0, 0, 130, 0, 0, 18, 31, 179
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Custom-Atlas.shader", "UnityShader", 0, 0, 113, 0, 0, 2, 31, 146
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Mobile.shader", "UnityShader", 0, 0, 123, 0, 0, 3, 30, 156
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_Bitmap.shader", "UnityShader", 0, 0, 113, 0, 0, 2, 31, 146
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF Overlay.shader", "UnityShader", 0, 0, 253, 0, 0, 4, 70, 327
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF SSD.shader", "UnityShader", 0, 0, 253, 0, 0, 4, 65, 322
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Masking.shader", "UnityShader", 0, 0, 198, 0, 0, 10, 51, 259
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Overlay.shader", "UnityShader", 0, 0, 193, 0, 0, 8, 52, 253
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile SSD.shader", "UnityShader", 0, 0, 82, 0, 0, 4, 21, 107
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile-2-Pass.shader", "UnityShader", 0, 0, 290, 0, 0, 15, 85, 390
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile.shader", "UnityShader", 0, 0, 192, 0, 0, 8, 51, 251
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF-Surface-Mobile.shader", "UnityShader", 0, 0, 104, 0, 0, 8, 28, 140
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF-Surface.shader", "UnityShader", 0, 0, 123, 0, 0, 4, 33, 160
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_SDF.shader", "UnityShader", 0, 0, 253, 0, 0, 4, 70, 327
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMP_Sprite.shader", "UnityShader", 0, 0, 111, 0, 0, 0, 21, 132
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMPro.cginc", "UnityShader", 0, 0, 63, 0, 0, 2, 20, 85
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMPro_Mobile.cginc", "UnityShader", 0, 0, 129, 0, 0, 2, 35, 166
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMPro_Properties.cginc", "UnityShader", 0, 0, 62, 0, 0, 6, 13, 81
"d:\Projects\Unity\kpp\Assets\TextMesh Pro\Shaders\TMPro_Surface.cginc", "UnityShader", 0, 0, 75, 0, 0, 7, 18, 100
"d:\Projects\Unity\kpp\Packages\manifest.json", "JSON", 51, 0, 0, 0, 0, 0, 1, 52
"d:\Projects\Unity\kpp\Packages\packages-lock.json", "JSON", 507, 0, 0, 0, 0, 0, 1, 508
"d:\Projects\Unity\kpp\kpp.slnx", "XML", 0, 10, 0, 0, 0, 0, 1, 11
"Total", "-", 724, 12736, 2860, 62780, 17, 831, 11479, 91427
